date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:06:25	9944/9944	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2014:06:39%20GMT	https://slimhamdi.net/salimov/demos/assets/separator-opposite.png	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/separator-opposite.png	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:26	2757/2757	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2014:06:38%20GMT	https://slimhamdi.net/salimov/demos/assets/separator-mobile-up.png	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/separator-mobile-up.png	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:27	64503/64503	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2014:13:06%20GMT	https://slimhamdi.net/salimov/demos/assets/portfolio/project-1.jpg	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/portfolio/project-1.jpg	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:27	62951/62951	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2014:13:07%20GMT	https://slimhamdi.net/salimov/demos/assets/portfolio/project-3.jpg	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/portfolio/project-3.jpg	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:27	78475/78475	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2014:13:07%20GMT	https://slimhamdi.net/salimov/demos/assets/portfolio/project-2.jpg	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/portfolio/project-2.jpg	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:27	17865/17865	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2014:13:12%20GMT	https://slimhamdi.net/salimov/demos/assets/testimonials/testimonial-1.jpg	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/testimonials/testimonial-1.jpg	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:28	17675/17675	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2014:13:12%20GMT	https://slimhamdi.net/salimov/demos/assets/testimonials/testimonial-2.jpg	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/testimonials/testimonial-2.jpg	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:28	4552/4552	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2014:13:05%20GMT	https://slimhamdi.net/salimov/demos/assets/logos/themeforest-dark-background.png	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/logos/themeforest-dark-background.png	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:28	5030/5030	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2014:13:05%20GMT	https://slimhamdi.net/salimov/demos/assets/logos/photodune-dark-background.png	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/logos/photodune-dark-background.png	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:29	4806/4806	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2014:13:05%20GMT	https://slimhamdi.net/salimov/demos/assets/logos/graphicriver-dark-background.png	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/logos/graphicriver-dark-background.png	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:29	3934/3934	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2014:13:04%20GMT	https://slimhamdi.net/salimov/demos/assets/logos/codecanyon-dark-background.png	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/logos/codecanyon-dark-background.png	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:29	5231/5231	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2014:13:04%20GMT	https://slimhamdi.net/salimov/demos/assets/logos/audiojungle-dark-background.png	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/logos/audiojungle-dark-background.png	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:30	5254/5254	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2014:13:04%20GMT	https://slimhamdi.net/salimov/demos/assets/logos/activeden-dark-background.png	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/logos/activeden-dark-background.png	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:30	5079/5079	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2014:13:04%20GMT	https://slimhamdi.net/salimov/demos/assets/logos/3docean-dark-background.png	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/logos/3docean-dark-background.png	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:31	8361/8361	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202025%2015:36:30%20GMT	https://slimhamdi.net/salimov/demos/blog-post.html	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/blog-post.html	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:31	29418/29418	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2014:13:01%20GMT	https://slimhamdi.net/salimov/demos/assets/blog/blog-post-1.jpg	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/blog/blog-post-1.jpg	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:31	38848/38848	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2014:13:02%20GMT	https://slimhamdi.net/salimov/demos/assets/blog/blog-post-2.jpg	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/blog/blog-post-2.jpg	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:32	43049/43049	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2014:13:02%20GMT	https://slimhamdi.net/salimov/demos/assets/blog/blog-post-3.jpg	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/blog/blog-post-3.jpg	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:32	2970/2970	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2014:06:36%20GMT	https://slimhamdi.net/salimov/demos/assets/separator-copyright-mobile.png	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/separator-copyright-mobile.png	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:32	7492/7492	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2014:06:38%20GMT	https://slimhamdi.net/salimov/demos/assets/separator-copyright.png	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/separator-copyright.png	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:33	89947/89947	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Jan%202023%2020:26:38%20GMT	https://slimhamdi.net/salimov/demos/js/jquery-3.6.3.min.js	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/js/jquery-3.6.3.min.js	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:33	40148/40148	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Jan%202023%2014:12:51%20GMT	https://slimhamdi.net/salimov/demos/js/jquery.mCustomScrollbar.min.js	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/js/jquery.mCustomScrollbar.min.js	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:33	139413/139413	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Jan%202023%2014:12:53%20GMT	https://slimhamdi.net/salimov/demos/js/swiper-bundle.min.js	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/js/swiper-bundle.min.js	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:34	8182/8182	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Jan%202023%2014:12:52%20GMT	https://slimhamdi.net/salimov/demos/js/wow.min.js	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/js/wow.min.js	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:34	10809/10809	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2012%20Jan%202023%2008:09:33%20GMT	https://slimhamdi.net/salimov/demos/js/custom.js	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/js/custom.js	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:35	3885/3885	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Jan%202023%2014:12:52%20GMT	https://slimhamdi.net/salimov/demos/js/styleswitcher.js	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/js/styleswitcher.js	(from https://slimhamdi.net/salimov/demos/index.html)
21:06:36	484604/484604	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2005%20Jan%202023%2014:07:54%20GMT	https://slimhamdi.net/salimov/demos/fonts/devicon.ttf?rgb6be	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/fonts/devicon2d7c.ttf	(from https://slimhamdi.net/salimov/demos/css/devicon.min.css)
21:06:37	484680/484680	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2005%20Jan%202023%2014:07:39%20GMT	https://slimhamdi.net/salimov/demos/fonts/devicon.woff?rgb6be	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/fonts/devicon2d7c.woff	(from https://slimhamdi.net/salimov/demos/css/devicon.min.css)
21:06:37	484768/484768	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2005%20Jan%202023%2014:06:59%20GMT	https://slimhamdi.net/salimov/demos/fonts/devicon.eot?rgb6be	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/fonts/devicon2d7c.eot	(from https://slimhamdi.net/salimov/demos/css/devicon.min.css)
21:06:38	105536/105536	---M--	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2014:07:45%20GMT	https://slimhamdi.net/salimov/demos/fonts/fa-brands-400.woff2	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/fonts/fa-brands-400.html	(from https://slimhamdi.net/salimov/demos/css/all.min.css)
21:06:38	23940/23940	---M--	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2014:07:53%20GMT	https://slimhamdi.net/salimov/demos/fonts/fa-regular-400.woff2	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/fonts/fa-regular-400.html	(from https://slimhamdi.net/salimov/demos/css/all.min.css)
21:06:39	60520/60520	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2005%20Jan%202023%2014:07:51%20GMT	https://slimhamdi.net/salimov/demos/fonts/fa-regular-400.ttf	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/fonts/fa-regular-400.ttf	(from https://slimhamdi.net/salimov/demos/css/all.min.css)
21:06:39	181852/181852	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2005%20Jan%202023%2014:07:43%20GMT	https://slimhamdi.net/salimov/demos/fonts/fa-brands-400.ttf	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/fonts/fa-brands-400.ttf	(from https://slimhamdi.net/salimov/demos/css/all.min.css)
21:06:39	154228/154228	---M--	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2014:07:57%20GMT	https://slimhamdi.net/salimov/demos/fonts/fa-solid-900.woff2	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/fonts/fa-solid-900.html	(from https://slimhamdi.net/salimov/demos/css/all.min.css)
21:06:40	4960/4960	---M--	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2014:07:59%20GMT	https://slimhamdi.net/salimov/demos/fonts/fa-v4compatibility.woff2	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/fonts/fa-v4compatibility.html	(from https://slimhamdi.net/salimov/demos/css/all.min.css)
21:06:40	388460/388460	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2005%20Jan%202023%2014:08:09%20GMT	https://slimhamdi.net/salimov/demos/fonts/fa-solid-900.ttf	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/fonts/fa-solid-900.ttf	(from https://slimhamdi.net/salimov/demos/css/all.min.css)
21:06:40	10556/10556	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2005%20Jan%202023%2014:07:58%20GMT	https://slimhamdi.net/salimov/demos/fonts/fa-v4compatibility.ttf	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/fonts/fa-v4compatibility.ttf	(from https://slimhamdi.net/salimov/demos/css/all.min.css)
21:06:41	196/196	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:36:40%20GMT	https://slimhamdi.net/salimov/demos/css/mCSB_buttons.png	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/css/mCSB_buttons.png	(from https://slimhamdi.net/salimov/demos/css/jquery.mCustomScrollbar.min.css)
21:06:41	175012/175012	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2014:13:00%20GMT	https://slimhamdi.net/salimov/demos/assets/backgrounds/facts.jpg	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/backgrounds/facts.jpg	(from https://slimhamdi.net/salimov/demos/css/style.css)
21:06:41	1919312/1919312	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2005%20Jan%202023%2014:07:32%20GMT	https://slimhamdi.net/salimov/demos/fonts/devicon.svg?rgb6be	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/fonts/devicon2d7c.svg	(from https://slimhamdi.net/salimov/demos/css/devicon.min.css)
21:06:42	209316/209316	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2014:12:57%20GMT	https://slimhamdi.net/salimov/demos/assets/backgrounds/clients.jpg	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/backgrounds/clients.jpg	(from https://slimhamdi.net/salimov/demos/css/style.css)
21:06:42	157319/157319	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2014:12:59%20GMT	https://slimhamdi.net/salimov/demos/assets/backgrounds/testimonials.jpg	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/backgrounds/testimonials.jpg	(from https://slimhamdi.net/salimov/demos/css/style.css)
21:06:43	40641/40641	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2014:13:04%20GMT	https://slimhamdi.net/salimov/demos/assets/blog/main-post.jpg	D:/Software/websites/rudra%20printing/portfolio/slimhamdi.net/salimov/demos/assets/blog/main-post.jpg	(from https://slimhamdi.net/salimov/demos/blog-post.html)
